Frames (30fps),Time (sec),Distance Elapsed(m),Propulsion Vel (m/s),Propulsion Acceleration (m/s^2),Propulsion Jerk (m/s^3)
527,17.5667,5.4046,0.4500
528,17.6000,5.4196,0.4500
529,17.6333,5.4345,0.4470
530,17.6667,5.4495,0.4500
531,17.7000,5.4644,0.4470
532,17.7333,5.4793,0.4470
533,17.7667,5.4943,0.4500
534,17.8000,5.5092,0.4470
535,17.8333,5.5241,0.4470
536,17.8667,5.5391,0.4500
537,17.9000,5.5540,0.4470
538,17.9333,5.5689,0.4470
539,17.9667,5.5838,0.4470
540,18.0000,5.5987,0.4470
541,18.0333,5.6136,0.4470
542,18.0667,5.6285,0.4470
543,18.1000,5.6434,0.4470
544,18.1333,5.6583,0.4470
545,18.1667,5.6732,0.4470
546,18.2000,5.6881,0.4470
547,18.2333,5.7029,0.4440
548,18.2667,5.7178,0.4470
549,18.3000,5.7326,0.4440
550,18.3333,5.7475,0.4470
551,18.3667,5.7623,0.4440
552,18.4000,5.7772,0.4470
553,18.4333,5.7920,0.4440
554,18.4667,5.8069,0.4470
555,18.5000,5.8217,0.4440
556,18.5333,5.8365,0.4440
557,18.5667,5.8513,0.4440
558,18.6000,5.8661,0.4440
559,18.6333,5.8809,0.4440
560,18.6667,5.8957,0.4440
561,18.7000,5.9105,0.4440
562,18.7333,5.9252,0.4410
563,18.7667,5.9400,0.4440
564,18.8000,5.9548,0.4440
565,18.8333,5.9695,0.4410
566,18.8667,5.9843,0.4440
567,18.9000,5.9990,0.4410
568,18.9333,6.0137,0.4410
569,18.9667,6.0284,0.4410
570,19.0000,6.0431,0.4410
571,19.0333,6.0578,0.4410
572,19.0667,6.0725,0.4410
573,19.1000,6.0872,0.4410
574,19.1333,6.1019,0.4410
575,19.1667,6.1166,0.4410
576,19.2000,6.1312,0.4380
577,19.2333,6.1459,0.4410
578,19.2667,6.1605,0.4380
579,19.3000,6.1751,0.4380
580,19.3333,6.1898,0.4410
581,19.3667,6.2044,0.4380
582,19.4000,6.2190,0.4380
583,19.4333,6.2336,0.4380
584,19.4667,6.2481,0.4350
585,19.5000,6.2627,0.4380
586,19.5333,6.2773,0.4380
587,19.5667,6.2918,0.4350
588,19.6000,6.3064,0.4380
589,19.6333,6.3209,0.4350
590,19.6667,6.3354,0.4350
591,19.7000,6.3499,0.4350
592,19.7333,6.3644,0.4350
593,19.7667,6.3789,0.4350
594,19.8000,6.3934,0.4350
595,19.8333,6.4079,0.4350
596,19.8667,6.4223,0.4320
597,19.9000,6.4367,0.4320
598,19.9333,6.4512,0.4350
599,19.9667,6.4656,0.4320
600,20.0000,6.4800,0.4320
601,20.0333,6.4944,0.4320
602,20.0667,6.5088,0.4320
603,20.1000,6.5231,0.4290
604,20.1333,6.5375,0.4320
605,20.1667,6.5518,0.4290
606,20.2000,6.5662,0.4320
607,20.2333,6.5805,0.4290
608,20.2667,6.5948,0.4290
609,20.3000,6.6091,0.4290
610,20.3333,6.6234,0.4290
611,20.3667,6.6376,0.4260
612,20.4000,6.6519,0.4290
613,20.4333,6.6661,0.4260
614,20.4667,6.6804,0.4290
615,20.5000,6.6946,0.4260
616,20.5333,6.7088,0.4260
617,20.5667,6.7230,0.4260
618,20.6000,6.7371,0.4230
619,20.6333,6.7513,0.4260
620,20.6667,6.7654,0.4230
621,20.7000,6.7796,0.4260
622,20.7333,6.7937,0.4230
623,20.7667,6.8078,0.4230
624,20.8000,6.8219,0.4230
625,20.8333,6.8359,0.4200
626,20.8667,6.8500,0.4230
627,20.9000,6.8640,0.4200
628,20.9333,6.8781,0.4230
629,20.9667,6.8921,0.4200
630,21.0000,6.9061,0.4200
631,21.0333,6.9200,0.4170
632,21.0667,6.9340,0.4200
633,21.1000,6.9479,0.4170
634,21.1333,6.9619,0.4200
635,21.1667,6.9758,0.4170
